MyUnknownColumn,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,id,name,price,speed,storagecapacity
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,10,"Western Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5"/7mm, Up to 550 MB/s - WDS100T2G0A",90,6000,1
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,19,"PNY CS900 240GB 3D NAND 2.5" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-240-RB)",32,6000,0
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,11,"Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM)",74,6000,1
784,Asus,"Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3kg,839,11,"Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM)",74,6000,1
784,Asus,"Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3kg,839,10,"Western Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5"/7mm, Up to 550 MB/s - WDS100T2G0A",90,6000,1
784,Asus,"Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3kg,839,9,"SK hynix Gold S31 SATA Gen3 2.5 inch Internal SSD | SSD 500GB | 500GB SATA | Up to 560MB/S | Solid State Drive | Compact 2.5",48,6000,1
784,Asus,"Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3kg,839,8,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",90,6000,1
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,17,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1",93,6000,1
784,Asus,"Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3kg,839,4,"SAMSUNG 870 QVO SATA III 2.5" SSD 1TB (MZ-77Q1T0B)",100,6000,1
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,18,"SP 512GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5" 7mm (0.28")",52,6000,1
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,14,"Crucial P2 500GB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT500P2SSD8",55,6000,1
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,15,"SP 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"",32,6000,0
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,8,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",90,6000,1
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,9,"SK hynix Gold S31 SATA Gen3 2.5 inch Internal SSD | SSD 500GB | 500GB SATA | Up to 560MB/S | Solid State Drive | Compact 2.5",48,6000,1
819,HP,"Omen 17-an012dx",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","AMD Radeon RX 580","Windows 10",3.74kg,1749,4,"SAMSUNG 870 QVO SATA III 2.5" SSD 1TB (MZ-77Q1T0B)",100,6000,1
784,Asus,"Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3kg,839,19,"PNY CS900 240GB 3D NAND 2.5" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-240-RB)",32,6000,0
784,Asus,"Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3kg,839,18,"SP 512GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5" 7mm (0.28")",52,6000,1
784,Asus,"Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3kg,839,17,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1",93,6000,1
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,9,"SK hynix Gold S31 SATA Gen3 2.5 inch Internal SSD | SSD 500GB | 500GB SATA | Up to 560MB/S | Solid State Drive | Compact 2.5",48,6000,1
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,15,"SP 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"",32,6000,0
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,18,"SP 512GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5" 7mm (0.28")",52,6000,1
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,14,"Crucial P2 500GB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT500P2SSD8",55,6000,1
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,11,"Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM)",74,6000,1
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,14,"Crucial P2 500GB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT500P2SSD8",55,6000,1
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,10,"Western Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5"/7mm, Up to 550 MB/s - WDS100T2G0A",90,6000,1
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,15,"SP 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"",32,6000,0
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,17,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1",93,6000,1
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,9,"SK hynix Gold S31 SATA Gen3 2.5 inch Internal SSD | SSD 500GB | 500GB SATA | Up to 560MB/S | Solid State Drive | Compact 2.5",48,6000,1
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,8,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",90,6000,1
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,4,"SAMSUNG 870 QVO SATA III 2.5" SSD 1TB (MZ-77Q1T0B)",100,6000,1
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,8,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",90,6000,1
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,4,"SAMSUNG 870 QVO SATA III 2.5" SSD 1TB (MZ-77Q1T0B)",100,6000,1
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,19,"PNY CS900 240GB 3D NAND 2.5" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-240-RB)",32,6000,0
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,10,"Western Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5"/7mm, Up to 550 MB/s - WDS100T2G0A",90,6000,1
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,19,"PNY CS900 240GB 3D NAND 2.5" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-240-RB)",32,6000,0
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,18,"SP 512GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5" 7mm (0.28")",52,6000,1
280,Dell,"Inspiron 5567",Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3kg,713.07,17,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1",93,6000,1
290,Acer,"SP315-51 (i7-7500U/12GB/1TB/FHD/W10)",Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15kg,659,11,"Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM)",74,6000,1
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,14,"Crucial P2 500GB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT500P2SSD8",55,6000,1
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,8,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",90,6000,1
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,19,"PNY CS900 240GB 3D NAND 2.5" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-240-RB)",32,6000,0
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,18,"SP 512GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5" 7mm (0.28")",52,6000,1
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,9,"SK hynix Gold S31 SATA Gen3 2.5 inch Internal SSD | SSD 500GB | 500GB SATA | Up to 560MB/S | Solid State Drive | Compact 2.5",48,6000,1
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,10,"Western Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5"/7mm, Up to 550 MB/s - WDS100T2G0A",90,6000,1
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,11,"Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM)",74,6000,1
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,15,"SP 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"",32,6000,0
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,17,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1",93,6000,1
102,HP,"Omen 15-ce007nv",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62kg,1249,4,"SAMSUNG 870 QVO SATA III 2.5" SSD 1TB (MZ-77Q1T0B)",100,6000,1
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,8,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",90,6000,1
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,4,"SAMSUNG 870 QVO SATA III 2.5" SSD 1TB (MZ-77Q1T0B)",100,6000,1
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,17,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1",93,6000,1
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,19,"PNY CS900 240GB 3D NAND 2.5" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-240-RB)",32,6000,0
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,18,"SP 512GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5" 7mm (0.28")",52,6000,1
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,15,"SP 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"",32,6000,0
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,14,"Crucial P2 500GB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT500P2SSD8",55,6000,1
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,11,"Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM)",74,6000,1
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,10,"Western Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5"/7mm, Up to 550 MB/s - WDS100T2G0A",90,6000,1
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,4,"SAMSUNG 870 QVO SATA III 2.5" SSD 1TB (MZ-77Q1T0B)",100,6000,1
45,Dell,"Inspiron 7773","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",12GB,"1TB HDD","Nvidia GeForce 150MX","Windows 10",2.77kg,999,9,"SK hynix Gold S31 SATA Gen3 2.5 inch Internal SSD | SSD 500GB | 500GB SATA | Up to 560MB/S | Solid State Drive | Compact 2.5",48,6000,1
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,19,"PNY CS900 240GB 3D NAND 2.5" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-240-RB)",32,6000,0
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,18,"SP 512GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5" 7mm (0.28")",52,6000,1
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,17,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1",93,6000,1
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,15,"SP 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"",32,6000,0
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,14,"Crucial P2 500GB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT500P2SSD8",55,6000,1
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,11,"Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM)",74,6000,1
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,10,"Western Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5"/7mm, Up to 550 MB/s - WDS100T2G0A",90,6000,1
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,9,"SK hynix Gold S31 SATA Gen3 2.5 inch Internal SSD | SSD 500GB | 500GB SATA | Up to 560MB/S | Solid State Drive | Compact 2.5",48,6000,1
71,Asus,"FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1050 Ti",Linux,3kg,949,8,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",90,6000,1
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,4,"SAMSUNG 870 QVO SATA III 2.5" SSD 1TB (MZ-77Q1T0B)",100,6000,1
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,8,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",90,6000,1
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,15,"SP 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"",32,6000,0
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,9,"SK hynix Gold S31 SATA Gen3 2.5 inch Internal SSD | SSD 500GB | 500GB SATA | Up to 560MB/S | Solid State Drive | Compact 2.5",48,6000,1
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,19,"PNY CS900 240GB 3D NAND 2.5" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-240-RB)",32,6000,0
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,14,"Crucial P2 500GB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT500P2SSD8",55,6000,1
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,18,"SP 512GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5" 7mm (0.28")",52,6000,1
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,11,"Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM)",74,6000,1
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,10,"Western Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5"/7mm, Up to 550 MB/s - WDS100T2G0A",90,6000,1
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530","Windows 10",2.2kg,899,17,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1",93,6000,1
